movieId,tmdbId,title
3194,10236,"Way We Were, The (1973)"
3196,632,Stalag 17 (1953)
3197,11851,"Presidio, The (1988)"
3198,5924,Papillon (1973)
3200,14886,"Last Detail, The (1973)"
3201,26617,Five Easy Pieces (1970)
3203,10493,Dead Calm (1989)
3204,16241,"Boys from Brazil, The (1978)"
3206,22160,Against All Odds (1984)
3208,9644,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
3210,13342,Fast Times at Ridgemont High (1982)
3211,35119,"Cry in the Dark, A (1988)"
3213,14919,Batman: Mask of the Phantasm (1993)
3214,14040,American Flyers (1985)
3217,22692,"Star Is Born, A (1937)"
3219,2990,Pacific Heights (1990)
3221,10831,"Draughtsman's Contract, The (1982)"
3223,33078,"Zed & Two Noughts, A (1985)"
3224,16672,Woman in the Dunes (Suna no onna) (1964)
3225,10472,Down to You (2000)
3230,21489,"Odessa File, The (1974)"
3235,13005,Where the Buffalo Roam (1980)
3238,18681,Eye of the Beholder (1999)
3240,20468,"Big Tease, The (1999)"
3241,14521,"Cup, The (Phörpa) (1999)"
3243,10406,Encino Man (1992)
3244,14741,"Goodbye Girl, The (1977)"
3246,1883,Malcolm X (1992)
3247,2005,Sister Act (1992)
3248,6279,Sister Act 2: Back in the Habit (1993)
3249,11087,"Hand That Rocks the Cradle, The (1992)"
3250,7305,Alive (1993)
3251,24735,Agnes of God (1985)
3252,9475,Scent of a Woman (1992)
3253,8872,Wayne's World (1992)
3254,8873,Wayne's World 2 (1993)
3255,11287,"League of Their Own, A (1992)"
3256,9869,Patriot Games (1992)
3257,619,"Bodyguard, The (1992)"
3258,9374,Death Becomes Her (1992)
3259,11259,Far and Away (1992)
3260,8293,Howards End (1992)
3261,11068,Singles (1992)
3262,1923,Twin Peaks: Fire Walk with Me (1992)
3263,10158,White Men Can't Jump (1992)
3264,10206,Buffy the Vampire Slayer (1992)
3265,11782,Hard-Boiled (Lat sau san taam) (1992)
3266,10086,Man Bites Dog (C'est arrivé près de chez vous) (1992)
3267,9367,"Mariachi, El (1992)"
3268,9876,Stop! Or My Mom Will Shoot (1992)
3269,10326,Forever Young (1992)
3270,16562,"Cutting Edge, The (1992)"
3271,9609,Of Mice and Men (1992)
3272,12143,Bad Lieutenant (1992)
3273,4234,Scream 3 (2000)
3274,9605,Single White Female (1992)
3275,8374,"Boondock Saints, The (2000)"
3276,29076,Gun Shy (2000)
3280,28156,"Baby, The (1973)"
3281,113096,"Brandon Teena Story, The (1998)"
3283,24349,Minnie and Moskowitz (1971)
3284,27841,They Might Be Giants (1971)
3285,1907,"Beach, The (2000)"
3286,15489,Snow Day (2000)
3287,15655,"Tigger Movie, The (2000)"
3289,36210,Not One Less (Yi ge dou bu neng shao) (1999)
3294,30062,Eaten Alive (1977)
3295,62463,Raining Stones (1993)
3296,25934,To Sir with Love (1967)
3298,14181,Boiler Room (2000)
3299,10385,Hanging Up (2000)
3300,2787,Pitch Black (2000)
3301,2069,"Whole Nine Yards, The (2000)"
3302,61416,Beautiful People (1999)
3303,79515,Black Tar Heroin: The Dark End of the Street (2000)
3306,28978,"Circus, The (1928)"
3307,901,City Lights (1931)
3308,25010,"Flamingo Kid, The (1984)"
3310,10098,"Kid, The (1921)"
3313,33374,Class Reunion (1982)
3315,127602,Happy Go Lovely (1951)
3316,2155,Reindeer Games (2000)
3317,11004,Wonder Boys (2000)
3323,20682,Chain of Fools (2000)
3324,25166,Drowning Mona (2000)
3325,1831,"Next Best Thing, The (2000)"
3326,10416,What Planet Are You From? (2000)
3327,14271,Beyond the Mat (1999)
3328,4816,Ghost Dog: The Way of the Samurai (1999)
3329,19958,The Year My Voice Broke (1987)
3330,28569,Splendor in the Grass (1961)
3331,2193,My Tutor (1983)
3334,11016,Key Largo (1948)
3338,20423,For All Mankind (1989)
3341,24481,Born Yesterday (1950)
3342,11296,Birdy (1984)
3344,28172,Blood Feast (1963)
3345,57855,"Charlie, the Lonesome Cougar (1967)"
3347,14280,Never Cry Wolf (1983)
3350,29478,"Raisin in the Sun, A (1961)"
3353,73642,"Closer You Get, The (2000)"
3354,2067,Mission to Mars (2000)
3355,622,"Ninth Gate, The (1999)"
3357,28463,East-West (Est-ouest) (1999)
3358,12186,Defending Your Life (1991)
3359,20283,Breaking Away (1979)
3360,5693,Hoosiers (a.k.a. Best Shot) (1986)
3361,287,Bull Durham (1988)
3362,968,Dog Day Afternoon (1975)
3363,838,American Graffiti (1973)
3364,16958,"Asphalt Jungle, The (1950)"
3365,3114,"Searchers, The (1956)"
3368,12501,"Big Country, The (1958)"
3370,31618,Betrayed (1988)
3372,15873,"Bridge at Remagen, The (1969)"
3374,68427,Daughters of the Dust (1991)
3378,48213,"Ogre, The (Unhold, Der) (1996)"
3379,35412,On the Beach (1959)
3384,8333,"Taking of Pelham One Two Three, The (1974)"
3385,19259,Volunteers (1985)
3386,820,JFK (1991)
3387,11718,Who's Harry Crumb? (1989)
3388,8989,Harry and the Hendersons (1987)
3389,32031,Let's Get Harry (1986)
3390,58048,Shanghai Surprise (1986)
3391,26827,Who's That Girl? (1987)
3392,11157,She-Devil (1989)
3393,28370,Date with an Angel (1987)
3394,918,Blind Date (1987)
3395,61178,Nadine (1987)
3396,11176,"Muppet Movie, The (1979)"
3397,14900,"Great Muppet Caper, The (1981)"
3398,11899,"Muppets Take Manhattan, The (1984)"
3400,18890,We're Back! A Dinosaur's Story (1993)
3401,19736,Baby... Secret of the Lost Legend (1985)
3402,123047,Turtle Diary (1985)
3403,24575,Raise the Titanic (1980)
3404,16535,Titanic (1953)
3405,10971,"Night to Remember, A (1958)"
3406,23928,Captain Horatio Hornblower R.N. (1951)
3408,462,Erin Brockovich (2000)
3409,9532,Final Destination (2000)
3410,117259,Soft Fruit (1999)
3412,2383,"Bear, The (Ours, L') (1988)"
3414,53879,Love Is a Many-Splendored Thing (1955)
3415,1396,"Mirror, The (Zerkalo) (1975)"
3417,11570,"Crimson Pirate, The (1952)"
3418,1541,Thelma & Louise (1991)
3420,17443,...And Justice for All (1979)
3421,8469,Animal House (1978)
3422,27995,She's Gotta Have It (1986)
3423,36739,School Daze (1988)
3424,925,Do the Right Thing (1989)
3425,41823,Mo' Better Blues (1990)
3426,1713,Jungle Fever (1991)
3428,30547,"Champ, The (1979)"
3429,54825,Creature Comforts (1989)
3430,13939,Death Wish (1974)
3431,14373,Death Wish 2 (1982)
3432,24873,Death Wish 3 (1985)
3433,26263,Death Wish 4: The Crackdown (1987)
3434,34746,Death Wish 5: The Face of Death (1994)
3435,996,Double Indemnity (1944)
3436,9079,Dying Young (1991)
3438,1498,Teenage Mutant Ninja Turtles (1990)
3439,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3440,1499,Teenage Mutant Ninja Turtles III (1993)
3441,1880,Red Dawn (1984)
3442,33762,Band of the Hand (1986)
3444,11690,Bloodsport (1988)
3445,29143,Eyes of Laura Mars (1978)
3446,35292,Funny Bones (1995)
3447,36652,"Good Earth, The (1937)"
3448,801,"Good Morning, Vietnam (1987)"
3449,104301,"Good Mother, The (1988)"
3450,11520,Grumpy Old Men (1993)
3451,1879,Guess Who's Coming to Dinner (1967)
3452,2085,Romeo Must Die (2000)
3453,13539,Here on Earth (2000)
3454,16222,Whatever It Takes (2000)
3455,109479,Buddy Boy (1999)
3456,17078,"Color of Paradise, The (Rang-e khoda) (1999)"
3459,33516,Gothic (1986)
3461,9960,Lord of the Flies (1963)
3462,3082,Modern Times (1936)
3466,12187,Heart and Souls (1993)
3467,24748,Hud (1963)
3468,990,"Hustler, The (1961)"
3469,1908,Inherit the Wind (1960)
3470,9764,Dersu Uzala (1975)
3471,840,Close Encounters of the Third Kind (1977)
3473,42237,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
3474,26689,Retroactive (1997)
3475,25673,"Place in the Sun, A (1951)"
3476,2291,Jacob's Ladder (1990)
3477,13531,Empire Records (1995)
3478,16620,"Bamba, La (1987)"
3479,526,Ladyhawke (1985)
3480,13346,Lucas (1986)
3481,243,High Fidelity (2000)
3483,10501,"Road to El Dorado, The (2000)"
3484,11478,"Skulls, The (2000)"
3489,879,Hook (1991)
3492,85689,"Son of the Sheik, The (1926)"
3494,17529,True Grit (1969)
3496,118098,Madame Sousatzka (1988)
3497,1793,Max Dugan Returns (1983)
3498,11327,Midnight Express (1978)
3499,1700,Misery (1990)
3500,54087,Mr. Saturday Night (1992)
3501,34322,Murphy's Romance (1985)
3502,41659,My Life (1993)
3503,593,Solaris (Solyaris) (1972)
3504,10774,Network (1976)
3505,10083,No Way Out (1987)
3506,29786,North Dallas Forty (1979)
3507,11356,"Odd Couple, The (1968)"
3508,10747,"Outlaw Josey Wales, The (1976)"
3510,10559,Frequency (2000)
3511,20697,Ready to Rumble (2000)
3512,2621,Return to Me (2000)
3513,10479,Rules of Engagement (2000)
3514,125709,Joe Gould's Secret (2000)
3515,49721,Me Myself I (2000)
3516,2006,"Bell, Book and Candle (1958)"
3519,17339,Force 10 from Navarone (1978)
3521,11305,Mystery Train (1989)
3524,13665,Arthur (1981)
3525,12309,Bachelor Party (1984)
3526,1552,Parenthood (1989)
3527,106,Predator (1987)
3528,10333,"Prince of Tides, The (1991)"
3529,11027,"Postman Always Rings Twice, The (1981)"
3531,123757,All the Vermeers in New York (1990)
3534,10468,28 Days (2000)
3535,1359,American Psycho (2000)
3536,4967,Keeping the Faith (2000)
3537,31776,Where the Money Is (2000)
3538,10557,East is East (1999)
3539,27745,"Filth and the Fury, The (2000)"
3543,13776,Diner (1982)
3544,26291,Shakes the Clown (1992)
3545,10784,Cabaret (1972)
3546,10242,What Ever Happened to Baby Jane? (1962)
3548,16347,Auntie Mame (1958)
3549,4825,Guys and Dolls (1955)
3550,11654,The Hunger (1983)
3551,10518,Marathon Man (1976)
3552,11977,Caddyshack (1980)
3553,18041,Gossip (2000)
3554,14736,Love and Basketball (2000)
3555,3536,U-571 (2000)
3556,1443,"Virgin Suicides, The (1999)"
3557,10424,Jennifer 8 (1992)
3559,28971,Limelight (1952)
3563,9456,"Crow: Salvation, The (2000)"
3564,889,"Flintstones in Viva Rock Vegas, The (2000)"
3565,10564,Where the Heart Is (2000)
3566,15723,"Big Kahuna, The (2000)"
3567,19600,Bossa Nova (2000)
3568,125537,Smiling Fish and Goat on Fire (1999)
3569,452,"Idiots, The (Idioterne) (1998)"
3571,36234,Time Code (2000)
3572,39283,Carnosaur (1993)
3573,65460,Carnosaur 2 (1995)
3574,55667,Carnosaur 3: Primal Species (1996)
3576,12476,"Hidden, The (1987)"
3577,5241,Two Moon Junction (1988)
3578,98,Gladiator (2000)
3580,47724,Up at the Villa (2000)
3581,11129,Human Traffic (1999)
3584,1058,Breathless (1983)
3586,42159,The Idolmaker (1980)
3587,16395,Inferno (1980)
3590,38925,"Lords of Flatbush, The (1974)"
3591,13105,Mr. Mom (1983)
3592,22501,"Time Masters (Maîtres du temps, Les) (1982)"
3593,5491,Battlefield Earth (2000)
3594,10560,Center Stage (2000)
3596,19419,Screwed (2000)
3597,23531,Whipped (2000)
3598,10688,Hamlet (2000)
3599,17889,Anchors Aweigh (1945)
3604,39391,Gypsy (1962)
3606,31516,On the Town (1949)
3608,5683,Pee-wee's Big Adventure (1985)
3609,113279,Regret to Inform (1998)
3614,12518,Honeymoon in Vegas (1992)
3615,10567,Dinosaur (2000)
3616,10642,Loser (2000)
3617,9285,Road Trip (2000)
3618,10569,Small Time Crooks (2000)
3619,21879,"Hollywood Knights, The (1980)"
3622,24918,"Twelve Chairs, The (1970)"
3623,955,Mission: Impossible II (2000)
3624,8584,Shanghai Noon (2000)
3625,47295,Better Living Through Circuitry (1999)
3626,11332,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
3627,16093,Carnival of Souls (1962)
3628,29372,Flying Tigers (1942)
3629,962,"Gold Rush, The (1925)"
3632,30588,Monsieur Verdoux (1947)
3633,668,On Her Majesty's Secret Service (1969)
3634,23518,Seven Days in May (1964)
3635,691,"Spy Who Loved Me, The (1977)"
3637,44018,Vagabond (Sans toit ni loi) (1985)
3638,698,Moonraker (1979)
3639,682,"Man with the Golden Gun, The (1974)"
3640,28973,"King in New York, A (1957)"
3641,28974,"Woman of Paris, A (1923)"
3643,22994,"Fighting Seabees, The (1944)"
3646,9600,Big Momma's House (2000)
3648,38006,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
3649,2768,American Gigolo (1980)
3652,24920,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
3653,21,"Endless Summer, The (1966)"
3654,10911,"Guns of Navarone, The (1961)"
3655,10102,Blow-Out (La grande bouffe) (1973)
3658,26912,Quatermass and the Pit (1967)
3660,26953,Puppet Master (1989)
3661,26954,Puppet Master II (1991)
3662,26956,Puppet Master III: Toulon's Revenge (1991)
3663,26957,Puppet Master 4 (1993)
3664,26958,Puppet Master 5: The Final Chapter (1994)
3667,80287,Rent-A-Cop (1988)
3668,6003,Romeo and Juliet (1968)
3669,23939,Stay Tuned (1992)
3671,11072,Blazing Saddles (1974)
3672,23069,Benji (1974)
3673,21299,Benji the Hunted (1987)
3674,38802,For the Love of Benji (1977)
3675,13368,White Christmas (1954)
3676,985,Eraserhead (1977)
3677,14002,Baraka (1992)
3678,541,"Man with the Golden Arm, The (1955)"
3679,21137,"Decline of Western Civilization, The (1981)"
3680,36724,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
3681,938,For a Few Dollars More (Per qualche dollaro in più) (1965)
3682,10648,Magnum Force (1973)
3683,11368,Blood Simple (1984)
3684,10875,"Fabulous Baker Boys, The (1989)"
3685,2075,Prizzi's Honor (1985)
3686,1551,Flatliners (1990)
3687,22500,Light Years (Gandahar) (1988)
3688,10246,Porky's (1982)
3689,19698,Porky's II: The Next Day (1983)
3690,23919,Porky's Revenge (1985)
3691,18835,Private School (1983)
3692,26554,Class of Nuke 'Em High (1986)
3693,15239,"Toxic Avenger, The (1985)"
3694,28165,"Toxic Avenger, Part II, The (1989)"
3695,28169,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
3696,15762,Night of the Creeps (1986)
3697,169,Predator 2 (1990)
3698,865,"Running Man, The (1987)"
3699,9663,Starman (1984)
3700,26889,"Brother from Another Planet, The (1984)"
3701,10128,Alien Nation (1988)
3702,9659,Mad Max (1979)
3703,8810,"Road Warrior, The (Mad Max 2) (1981)"
3704,9355,Mad Max Beyond Thunderdome (1985)
3705,1727,Bird on a Wire (1990)
3706,635,Angel Heart (1987)
3707,10068,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
3708,11495,Firestarter (1984)
3709,11428,Sleepwalkers (1992)
3710,10117,Action Jackson (1988)
3711,35936,Sarafina! (1992)
3712,25562,Soapdish (1991)
3713,51763,"Long Walk Home, The (1990)"
3714,73079,Clara's Heart (1988)
3715,38921,Burglar (1987)
3716,35463,Fatal Beauty (1987)
3717,9679,Gone in 60 Seconds (2000)
3719,51333,Love's Labour's Lost (2000)
3720,17771,Sunshine (1999)
3723,10264,Hamlet (1990)
3724,31657,Coming Home (1978)
3725,29204,American Pop (1981)
3726,17814,Assault on Precinct 13 (1976)
3727,11879,Near Dark (1987)
3728,21128,One False Move (1992)
3729,482,Shaft (1971)
3730,592,"Conversation, The (1974)"
3731,31593,Cutter's Way (1981)
3732,12611,"Fury, The (1978)"
3733,14328,"Paper Chase, The (1973)"
3735,9040,Serpico (1973)
3736,25364,"Ace in the Hole (Big Carnival, The) (1951)"
3737,43002,Lonely Are the Brave (1962)
3738,5121,"Sugarland Express, The (1974)"
3739,195,Trouble in Paradise (1932)
3740,6978,Big Trouble in Little China (1986)
3741,3133,Badlands (1973)
3742,643,Battleship Potemkin (1925)
3743,10571,Boys and Girls (2000)
3744,479,Shaft (2000)
3745,7450,Titan A.E. (2000)
3746,31023,Butterfly (La lengua de las mariposas) (1999)
3747,25636,Jesus' Son (1999)
3751,7443,Chicken Run (2000)
3752,2123,"Me, Myself & Irene (2000)"
3753,2024,"Patriot, The (2000)"
3754,17711,"Adventures of Rocky and Bullwinkle, The (2000)"
3755,2133,"Perfect Storm, The (2000)"
3756,29946,"Golden Bowl, The (2000)"
3758,28774,Communion (1989)
3760,11598,"Kentucky Fried Movie, The (1977)"
3761,9702,"Blood In, Blood Out (1993)"
3763,9873,F/X (1986)
3764,16820,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)
3765,14864,"Hot Spot, The (1990)"
3766,15379,Missing in Action (1984)
3767,12764,Missing in Action 2: The Beginning (1985)
3768,27352,Braddock: Missing in Action III (1988)
3769,8348,Thunderbolt and Lightfoot (1974)
3770,24099,Dreamscape (1984)
3771,17897,The Golden Voyage of Sinbad (1973)
3773,16094,House Party (1990)
3774,16096,House Party 2 (1991)
3783,12706,Croupier (1998)
3784,4244,"Kid, The (2000)"
3785,4247,Scary Movie (2000)
3786,20770,But I'm a Cheerleader (1999)
3787,1050,Shower (Xizao) (1999)
3788,1052,Blow-Up (Blowup) (1966)
3789,20540,"Pawnbroker, The (1964)"
3790,23655,Groove (2000)
3791,1788,Footloose (1984)
3792,32275,Duel in the Sun (1946)
3793,36657,X-Men (2000)
3794,44490,Chuck & Buck (2000)
3795,47585,"Five Senses, The (1999)"
3797,36047,"In Crowd, The (2000)"
3798,2655,What Lies Beneath (2000)
3799,12599,Pokémon the Movie 2000 (2000)
3801,93,Anatomy of a Murder (1959)
3802,9278,Freejack (1992)
3806,18118,Mackenna's Gold (1969)
3807,11940,Sinbad and the Eye of the Tiger (1977)
3808,24167,"Two Women (Ciociara, La) (1960)"
3809,10276,What About Bob? (1991)
3810,19380,White Sands (1992)
3811,13783,Breaker Morant (1980)
3812,11624,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
3813,15867,Interiors (1978)
3814,11686,Love and Death (1975)
3816,29263,"Official Story, The (La historia oficial) (1985)"
3819,11830,Tampopo (1985)
3821,12107,Nutty Professor II: The Klumps (2000)
3822,10401,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
3823,32640,Wonderland (1999)
3824,10641,Autumn in New York (2000)
3825,6282,Coyote Ugly (2000)
3826,9383,Hollow Man (2000)
3827,5551,Space Cowboys (2000)
3830,27723,Psycho Beach Party (2000)
3831,2360,Saving Grace (2000)
3832,28043,"Black Sabbath (Tre volti della paura, I) (1963)"
3833,33468,"Brain That Wouldn't Die, The (1962)"
3834,21866,Bronco Billy (1980)
3835,33408,"Crush, The (1993)"
3836,11589,Kelly's Heroes (1970)
3837,15158,Phantasm II (1988)
3838,16139,Phantasm III: Lord of the Dead (1994)
3839,16146,Phantasm IV: Oblivion (1998)
3840,26515,Pumpkinhead (1988)
3841,11856,Air America (1990)
3843,13567,Sleepaway Camp (1983)
3844,10860,Steel Magnolias (1989)
3845,8420,And God Created Woman (Et Dieu... créa la femme) (1956)
3846,18391,Easy Money (1983)
3847,20850,"Ilsa, She Wolf of the SS (1974)"
3849,27452,The Spiral Staircase (1945)
3851,38548,I'm the One That I Want (2000)
3852,20438,"Tao of Steve, The (2000)"
3855,46991,"Affair of Love, An (Liaison pornographique, Une) (1999)"
3857,10391,Bless the Child (2000)
3858,14195,Cecil B. DeMented (2000)
3859,15665,"Eyes of Tammy Faye, The (2000)"
3861,10393,"Replacements, The (2000)"
3862,18168,About Adam (2000)
3863,8843,"Cell, The (2000)"
3864,10643,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
3865,23618,"Original Kings of Comedy, The (2000)"
3868,37136,"Naked Gun: From the Files of Police Squad!, The (1988)"
3869,37137,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
3870,23283,Our Town (1940)
3871,3110,Shane (1953)
3872,14698,"Suddenly, Last Summer (1959)"
3873,11694,Cat Ballou (1965)
3877,9651,Supergirl (1984)
3879,11398,"Art of War, The (2000)"
3882,1588,Bring It On (2000)
3884,19150,"Crew, The (2000)"
3888,41282,Skipped Parts (2000)
3889,12211,Highlander: Endgame (Highlander IV) (2000)
3893,10480,Nurse Betty (2000)
3894,80713,Solas (1999)
3895,10685,"Watcher, The (2000)"
3896,1619,"Way of the Gun, The (2000)"
3897,786,Almost Famous (2000)
3898,14805,Bait (2000)
3899,51179,Circus (2000)
3900,46119,Crime and Punishment in Suburbia (2000)
3901,18074,Duets (2000)
3906,10562,Under Suspicion (2000)
3908,12212,Urban Legends: Final Cut (2000)
3909,14629,Woman on Top (2000)
3910,16,Dancer in the Dark (2000)
3911,13785,Best in Show (2000)
3912,34299,Beautiful (2000)
3914,22597,"Broken Hearts Club, The (2000)"
3915,19348,Girlfight (2000)
3916,10637,Remember the Titans (2000)
3917,9003,Hellraiser (1987)
3918,9064,Hellbound: Hellraiser II (1988)
3919,11569,Hellraiser III: Hell on Earth (1992)
3920,10434,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
3922,39113,Bikini Beach (1964)
3925,469,Stranger Than Paradise (1984)
3926,2160,Voyage to the Bottom of the Sea (1961)
3927,2161,Fantastic Voyage (1966)
3928,3073,Abbott and Costello Meet Frankenstein (1948)
3929,911,"Bank Dick, The (1940)"
3930,10973,"Creature from the Black Lagoon, The (1954)"
3932,10787,"Invisible Man, The (1933)"
3933,43109,"Killer Shrews, The (1959)"
3937,9507,Runaway (1984)
3938,27475,"Slumber Party Massacre, The (1982)"
3939,27764,Slumber Party Massacre II (1987)
3940,27767,Slumber Party Massacre III (1990)
3941,40760,Sorority House Massacre (1986)
3942,40446,Sorority House Massacre II (1990)
3943,24664,Bamboozled (2000)
3945,20455,Digimon: The Movie (2000)
3946,10461,Get Carter (2000)
3947,1485,Get Carter (1971)
3948,1597,Meet the Parents (2000)
3949,641,Requiem for a Dream (2000)
3950,10687,Tigerland (2000)
3951,63956,Two Family House (2000)
3952,6521,"Contender, The (2000)"
3953,10763,Dr. T and the Women (2000)
3955,16888,"Ladies Man, The (2000)"
3957,21142,Billy Jack (1971)
3958,78140,Billy Jack Goes to Washington (1977)
3959,2134,"Time Machine, The (1960)"
3962,28605,Ghoulies II (1987)
3963,42797,"Unsinkable Molly Brown, The (1964)"
3964,13465,"Adventures of Ichabod and Mr. Toad, The (1949)"
3965,27033,"Strange Love of Martha Ivers, The (1946)"
3966,20367,Detour (1945)
3967,71,Billy Elliot (2000)
3968,1636,Bedazzled (2000)
3969,10647,Pay It Forward (2000)
3971,13762,"Private Eyes, The (1981)"
3972,12207,"Legend of Drunken Master, The (Jui kuen II) (1994)"
3973,11531,Book of Shadows: Blair Witch 2 (2000)
3974,24100,"Little Vampire, The (2000)"
3977,4327,Charlie's Angels (2000)
3978,4958,"Legend of Bagger Vance, The (2000)"
3979,9678,Little Nicky (2000)
3980,11978,Men of Honor (2000)
3981,8870,Red Planet (2000)
3983,14295,You Can Count on Me (2000)
3984,681,Diamonds Are Forever (1971)
3985,11372,"Eagle Has Landed, The (1976)"
3986,8452,"6th Day, The (2000)"
3987,10862,Bounce (2000)
3988,8871,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
3989,34045,One Day in September (1999)
3990,16340,Rugrats in Paris: The Movie (2000)
3991,10481,102 Dalmatians (2000)
3992,10867,Malèna (2000)
3993,10876,Quills (2000)
3994,9741,Unbreakable (2000)
3996,146,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
3997,11849,Dungeons & Dragons (2000)
3998,11983,Proof of Life (2000)
3999,11678,Vertical Limit (2000)
4000,2669,"Bounty, The (1984)"
4002,2609,"Planes, Trains & Automobiles (1987)"
4003,12714,She's Having a Baby (1988)
4005,708,"Living Daylights, The (1987)"
4006,1857,Transformers: The Movie (1986)
4007,10673,Wall Street (1987)
4008,2604,Born on the Fourth of July (1989)
4009,10132,Talk Radio (1988)
4010,11064,Brewster's Millions (1985)
4011,107,Snatch (2000)
4012,40820,Punchline (1988)
4014,392,Chocolat (2000)
4015,8859,"Dude, Where's My Car? (2000)"
4016,11688,"Emperor's New Groove, The (2000)"
4017,12509,Pollock (2000)
4018,3981,What Women Want (2000)
4019,711,Finding Forrester (2000)
4020,2046,"Gift, The (2000)"
4021,5001,Before Night Falls (2000)
4022,8358,Cast Away (2000)
4023,5994,"Family Man, The (2000)"
4024,25520,"House of Mirth, The (2000)"
4025,1493,Miss Congeniality (2000)
4027,134,"O Brother, Where Art Thou? (2000)"
4029,21991,State and Main (2000)
4030,10577,Dracula 2000 (2000)
4031,21355,All the Pretty Horses (2000)
4032,29122,"Everlasting Piece, An (2000)"
4033,11973,Thirteen Days (2000)
4034,1900,Traffic (2000)
4035,44853,"Claim, The (2000)"
4036,10873,Shadow of the Vampire (2000)
4037,26719,House of Games (1987)
4039,15739,Annie (1982)
4040,15413,Don't Tell Mom the Babysitter's Dead (1991)
4041,2623,"Officer and a Gentleman, An (1982)"
4042,11209,"Alamo, The (1960)"
4043,13715,At Close Range (1986)
4046,43258,Friendly Persuasion (1956)
4047,10655,Gettysburg (1993)
4052,9989,Antitrust (2001)
4053,18828,Double Take (2001)
4054,9816,Save the Last Dance (2001)
4055,20637,Panic (2000)
4056,5955,"Pledge, The (2001)"
4061,17474,The Man in the Moon (1991)
4062,11191,Mystic Pizza (1988)
4063,2613,Prelude to a Kiss (1992)
4064,22021,Coffy (1973)
4065,22048,Foxy Brown (1974)
4066,17006,I'm Gonna Git You Sucka (1988)
4067,26333,Untamed Heart (1993)
4068,16723,Sugar & Spice (2001)
4069,2018,"Wedding Planner, The (2001)"
4074,10499,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
4077,47943,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
4078,74340,Amazing Grace and Chuck (1987)
4079,5709,Amazon Women on the Moon (1987)
4080,11215,Baby Boom (1987)
4081,26477,Back to the Beach (1987)
4082,10937,Barfly (1987)
4083,4639,Best Seller (1987)
4084,96,Beverly Hills Cop II (1987)
4085,90,Beverly Hills Cop (1984)
4086,11028,"Big Easy, The (1987)"
4089,19324,Born in East L.A. (1987)
4090,19933,"Brave Little Toaster, The (1987)"
4091,12919,Can't Buy Me Love (1987)
4092,15785,Cherry 2000 (1987)
4093,31701,Cop (1988)
4102,17159,Eddie Murphy Raw (1987)
4103,10110,Empire of the Sun (1987)
4104,18935,Ernest Goes to Camp (1987)
4105,764,"Evil Dead, The (1981)"
4109,15658,Flowers in the Attic (1987)
4110,4918,"Fourth Protocol, The (1987)"
4111,28368,Gardens of Stone (1987)
4113,52780,"Glass Menagerie, The (1987)"
4115,26156,Hiding Out (1987)
4116,34101,Hollywood Shuffle (1987)
4117,32054,Hope and Glory (1987)
4121,2614,Innerspace (1987)
4123,12704,Ishtar (1987)
4124,580,Jaws: The Revenge (1987)
4125,24828,Leonard Part 6 (1987)
4126,13703,Less Than Zero (1987)
4127,36914,"Like Father, Like Son (1987)"
4128,1547,"Lost Boys, The (1987)"
4129,42010,Made in Heaven (1987)
4130,2608,Maid to Order (1987)
4131,32058,Making Mr. Right (1987)
4132,10019,Mannequin (1987)
4133,11649,Masters of the Universe (1987)
4135,13509,"Monster Squad, The (1987)"
4138,51521,My Demon Lover (1987)
4139,34379,No Man's Land (1987)
4141,24940,Head Over Heels (2001)
4142,37302,Left Behind: The Movie (2000)
4143,10984,Valentine (2001)
4144,843,In the Mood For Love (Fa yeung nin wa) (2000)
4146,318,"Million Dollar Hotel, The (2001)"
4147,12806,Nico and Dani (Krámpack) (2000)
4148,9740,Hannibal (2001)
4149,10878,Saving Silverman (Evil Woman) (2001)
4152,7093,Vatel (2000)
4153,16300,Down to Earth (2001)
4154,19405,Recess: School's Out (2001)
4155,1921,Sweet November (2001)
4156,44412,Company Man (2000)
4157,21620,"Price of Milk, The (2000)"
4158,23685,Monkeybone (2001)
